,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
405,5009255,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1.0
406,5009257,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1.0
407,5009258,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,1,0,0,0,Cleaning staff,1.0
408,5009260,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0
409,5009261,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0
410,5009262,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0
411,5009263,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0
412,6153558,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,-14562,-1287,1,0,1,0,Core staff,2.0
413,5009264,F,N,N,0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21091,365243,1,0,0,0,,1.0
414,5009265,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0
415,5009266,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0
416,5009267,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0
417,5009268,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0
418,5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0
419,5009270,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0
420,5009271,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0
421,5009272,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0
422,5009274,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0
423,5009275,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0
424,5009276,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0
425,5009277,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0
426,5009278,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
427,5009279,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
428,5009280,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
429,5009281,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
430,5009284,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
431,5009285,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
432,5009286,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
433,5009287,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
434,5009289,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
435,5009290,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
436,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
437,5009292,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
438,5009293,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
439,5009294,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0
440,5009295,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,1,0,1,0,,2.0
441,5009296,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,1,0,1,0,,2.0
442,5009297,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1.0
443,5009299,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1.0
444,5009300,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1.0
445,5009301,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1.0
446,6153561,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1.0
447,5009302,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1.0
448,5009303,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1.0
449,5009304,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1.0
450,5009305,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1.0
451,5009306,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
452,5009307,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
453,5009308,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
454,5009309,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
455,5009310,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
456,5009311,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
457,5009312,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
458,5009313,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
459,5009314,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
460,5009315,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
461,5009316,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
462,5009317,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
463,5009318,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
464,5009319,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0
465,5009325,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
466,5009327,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
467,5009328,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
468,5009329,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
469,5009330,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
470,5009331,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
471,5009332,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
472,5009333,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2.0
473,5009335,F,N,N,0,139500.0,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1.0
474,5009336,F,N,N,0,139500.0,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1.0
475,5009337,F,N,N,0,139500.0,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1.0
476,6153581,F,N,N,0,139500.0,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1.0
477,5009338,M,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18674,-5304,1,1,1,0,Security staff,2.0
478,5009339,M,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18674,-5304,1,1,1,0,Security staff,2.0
479,5009340,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
480,5009341,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
481,5009342,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
482,5009343,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
483,5009344,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
484,5009345,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
485,5009346,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
486,5009349,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2.0
487,5009354,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2.0
488,6153582,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2.0
489,6153584,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2.0
490,5009355,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2.0
491,5009358,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2.0
492,5009359,F,Y,N,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1.0
493,5009360,F,Y,N,0,900000.0,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1.0
494,5009361,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2.0
495,5009362,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2.0
496,5009363,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2.0
497,5009364,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2.0
498,5009365,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2.0
499,5009366,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2.0
